"","fatality","time_of_day","day_of_week","month","number_of_colliding_vehicles","heavy_vehicle_involved","accident_at_intersection","inappropriate_turning"
"108438",0,"11","1","9","1","0","0","0"
"312021",0,"13","6","10","2","0","1","0"
"207428",0,"11","0","4","2","0","1","0"
"7738",0,"12","6","3","1","0","1","0"
"471540",0,"8","1","2","4","0","1","0"
"328092",0,"11","2","9","2","0","1","0"
"462081",0,"21","4","2","2","0","1","0"
"460292",0,"20","0","2","2","0","1","0"
"188692",0,"10","3","5","1","0","1","0"
"176546",0,"10","0","6","2","0","0","0"
"414348",0,"12","2","5","2","0","1","0"
"26579",0,"10","1","1","0","0","0","0"
"242667",0,"12","5","2","2","0","0","0"
"83298",0,"19","5","10","1","0","1","0"
"267919",0,"8","3","1","2","0","1","0"
"329110",0,"18","0","9","2","0","0","0"
"169871",0,"21","4","6","2","0","1","0"
"110556",0,"16","5","9","1","0","1","0"
"145329",0,"6","0","7","2","0","0","0"
"165757",0,"19","3","6","2","0","0","0"
"949",0,"19","4","3","1","0","0","0"
"265240",0,"8","0","1","3","0","1","0"
"103534",0,"19","2","9","4","0","0","1"
"32447",0,"17","4","1","0","0","1","0"
"328577",0,"10","1","9","2","0","0","0"
"10892",0,"23","1","2","2","0","0","0"
"305455",0,"19","3","11","2","0","1","0"
"316568",0,"13","6","10","2","0","1","0"
"413872",0,"21","3","5","3","0","1","0"
"266126",0,"18","6","1","3","0","1","0"
"284435",0,"9","2","12","2","0","0","0"
"41819",0,"7","2","1","2","0","1","0"
"435546",0,"16","1","4","2","0","1","0"
"568",0,"20","4","3","2","0","1","0"
"72203",0,"18","2","11","1","0","1","0"
"16728",0,"9","4","2","1","0","1","0"
"102536",0,"16","4","9","2","0","0","0"
"176810",0,"4","0","6","1","0","1","0"
"422755",0,"14","3","4","2","0","1","0"
"85283",0,"22","3","10","2","0","0","0"
"51350",0,"11","6","12","2","0","1","0"
"393773",0,"18","1","6","2","0","1","0"
"222816",0,"16","3","3","2","0","0","0"
"23192",0,"8","0","2","2","0","0","0"
"312115",0,"1","6","10","2","0","1","0"
"252126",0,"15","1","2","2","0","0","0"
"344491",0,"8","3","9","2","0","0","0"
"338387",0,"14","6","9","4","0","1","0"
"455314",0,"19","1","3","2","0","1","0"
"426768",0,"17","3","4","3","0","1","0"
"33971",0,"20","1","1","2","0","1","0"
"457466",0,"16","5","2","2","0","1","0"
"199585",0,"11","0","5","2","0","1","0"
"140711",0,"2","0","8","2","0","0","0"
"335989",0,"19","3","9","2","0","1","0"
"461248",0,"15","5","2","2","0","1","0"
"8256",0,"22","5","3","2","0","1","0"
"362016",0,"20","3","8","2","0","1","0"
"204343",0,"12","5","4","2","0","1","0"
"15071",0,"16","0","2","2","0","0","0"
"204828",0,"1","4","4","1","0","1","0"
"364033",0,"10","0","8","2","0","1","0"
"281458",0,"15","0","12","3","0","1","0"
"234168",0,"16","5","3","2","0","1","0"
"390852",0,"5","6","6","2","0","1","0"
"270403",0,"11","5","1","2","0","1","0"
"365889",0,"6","4","7","2","0","1","0"
"99367",0,"19","2","10","2","0","1","0"
"465740",0,"12","4","2","2","0","1","0"
"93860",0,"7","3","10","2","0","1","0"
"181260",0,"8","0","5","2","0","0","0"
"284042",0,"23","3","12","2","0","1","0"
"348531",0,"9","4","8","1","0","1","0"
"96993",0,"15","5","10","2","0","1","0"
"189939",0,"21","1","5","2","0","1","0"
"9575",0,"14","3","3","2","0","1","0"
"150590",0,"14","6","7","3","0","0","0"
"418044",0,"12","3","5","2","0","1","1"
"321153",0,"17","6","10","2","0","1","0"
"182684",0,"15","4","5","2","0","1","0"
"95489",0,"22","1","10","2","0","1","0"
"380987",0,"8","0","7","1","0","1","0"
"78012",0,"20","0","11","3","0","0","0"
"244200",0,"14","2","2","2","0","1","0"
"389086",0,"16","1","6","2","0","0","0"
"338591",0,"5","6","9","2","0","1","0"
"313927",0,"14","3","10","2","0","1","0"
"353580",0,"14","2","8","2","0","1","0"
"316967",0,"14","6","10","2","0","0","0"
"237967",0,"18","6","2","2","0","1","0"
"244722",0,"12","1","2","2","0","0","0"
"262916",0,"6","4","1","2","1","1","0"
"217450",0,"17","5","4","2","0","1","0"
"56400",0,"23","5","12","2","0","0","0"
"158990",0,"9","0","7","2","0","1","0"
"460591",0,"13","6","2","1","0","1","0"
"254522",0,"15","4","1","1","0","1","0"
"421055",0,"4","6","5","2","0","0","0"
"252512",0,"10","0","2","2","0","1","0"
"78385",0,"17","6","11","2","0","1","0"
"18560",0,"10","1","2","1","0","0","1"
"437495",0,"17","4","4","2","0","0","0"
"283923",0,"16","3","12","2","0","1","0"
"105917",0,"11","5","9","3","0","0","0"
"10250",0,"13","2","3","1","0","0","0"
"205241",0,"15","3","4","3","0","1","0"
"325868",0,"10","6","10","2","0","1","0"
"125428",0,"18","3","8","2","0","0","0"
"94944",0,"16","2","10","1","0","0","0"
"92253",0,"0","6","10","1","0","1","0"
"218974",0,"14","3","3","2","0","0","0"
"107752",0,"12","3","9","2","0","0","0"
"356286",0,"2","5","8","2","0","1","0"
"316450",0,"18","0","10","2","0","1","0"
"37776",0,"9","2","1","1","0","1","0"
"275791",0,"0","2","12","3","0","1","0"
"285277",0,"8","1","12","2","0","1","0"
"296913",0,"22","3","11","2","0","1","0"
"125871",0,"12","2","8","2","0","1","0"
"280825",0,"18","1","12","2","0","1","0"
"143831",0,"19","2","7","1","0","1","0"
"464302",0,"0","0","2","2","0","1","0"
"32553",0,"10","4","1","4","0","1","0"
"121365",0,"10","2","8","1","0","1","0"
"170385",0,"14","4","6","2","0","0","0"
"308693",0,"20","4","10","3","0","1","0"
"92496",0,"10","5","10","2","0","1","0"
"170515",0,"7","3","6","2","0","0","0"
"235551",0,"9","3","3","2","0","1","0"
"204491",0,"15","4","4","2","0","1","0"
"357371",0,"10","3","8","2","0","1","0"
"379338",0,"20","3","7","2","0","1","0"
"388018",0,"18","3","6","2","0","1","0"
"143363",0,"20","3","7","3","0","0","0"
"309384",0,"18","3","10","2","0","1","0"
"436480",0,"16","6","4","2","0","1","0"
"188530",0,"17","3","5","2","0","1","0"
"255486",0,"18","3","1","2","1","1","0"
"356304",0,"6","5","8","2","0","1","0"
"334279",0,"0","5","9","2","0","1","0"
"367930",0,"2","1","7","2","1","1","0"
"177894",0,"20","5","6","2","0","1","0"
"319384",0,"21","2","10","1","0","1","0"
"58180",0,"8","2","12","0","0","1","0"
"115183",0,"22","6","9","2","0","0","0"
"218275",0,"23","4","4","2","0","1","0"
"219391",0,"14","2","3","1","0","1","0"
"247999",0,"20","1","2","3","0","1","0"
"78219",0,"14","6","11","2","0","0","0"
"145904",0,"21","6","7","2","0","1","0"
"255004",0,"20","3","1","2","0","1","0"
"255305",0,"3","3","1","2","0","1","0"
"212332",0,"16","0","4","2","0","0","0"
"34691",0,"15","0","1","2","0","1","0"
"66242",0,"10","4","11","2","0","1","0"
"344619",0,"12","3","9","2","0","1","0"
"39998",0,"13","5","1","2","0","1","0"
"60455",0,"4","6","12","4","0","0","0"
"46572",0,"13","0","12","2","0","1","0"
"470394",0,"12","2","2","2","1","1","0"
"47783",0,"17","4","12","2","0","1","0"
"387060",0,"21","4","6","2","0","1","0"
"382532",0,"12","4","7","2","0","1","0"
"321587",0,"17","5","10","2","0","0","0"
"85310",0,"17","3","10","2","0","1","0"
"105941",0,"14","5","9","2","0","0","0"
"73439",0,"11","0","11","2","0","1","0"
"444901",0,"9","5","3","2","0","1","0"
"442108",0,"9","3","3","1","0","1","0"
"337095",0,"13","2","9","2","0","0","0"
"412934",0,"14","4","5","1","0","1","0"
"92112",0,"19","6","10","1","0","1","0"
"205820",0,"18","2","4","1","0","0","0"
"81458",0,"10","1","11","2","0","0","0"
"88946",0,"22","4","10","2","0","1","0"
"325999",0,"0","5","10","2","0","1","0"
"330071",0,"12","6","9","2","0","1","0"
"381632",0,"21","6","7","2","0","1","0"
"418457",0,"8","3","5","2","0","0","0"
"320649",0,"19","0","10","2","0","1","0"
"367855",0,"7","1","7","3","0","0","0"
"245965",0,"23","5","2","2","0","1","0"
"96409",0,"0","6","10","2","0","1","0"
"29444",0,"18","3","1","1","0","0","0"
"442772",0,"12","2","3","2","0","1","0"
"261075",0,"13","1","1","2","0","0","0"
"15521",0,"12","6","2","2","0","0","0"
"52080",0,"9","5","12","2","0","0","0"
"173775",0,"13","4","6","1","0","0","0"
"296331",0,"12","4","11","1","0","1","0"
"424406",0,"13","0","4","2","0","1","0"
"141454",0,"3","5","7","3","0","1","0"
"42500",0,"9","1","1","2","0","0","0"
"34304",0,"12","1","1","2","0","1","0"
"381322",0,"18","0","7","2","0","1","0"
"812",0,"14","4","3","1","0","1","0"
"257106",0,"11","0","1","2","0","1","0"
"136387",0,"11","0","8","2","0","0","0"
"138160",0,"8","4","8","2","0","0","1"
"179991",0,"19","2","6","2","0","0","0"
"377046",0,"18","0","7","2","0","1","0"
"305714",0,"4","3","11","5","0","1","0"
"148433",0,"12","2","7","2","0","1","0"
"417628",0,"18","4","5","1","0","1","0"
"84694",0,"12","4","10","2","0","0","0"
"404180",0,"9","4","5","2","0","0","0"
"97862",0,"22","4","10","2","0","0","0"
"198444",0,"13","2","5","2","0","0","0"
"268797",0,"21","1","1","3","0","1","0"
"362484",0,"17","2","8","2","0","0","0"
"187306",0,"9","5","5","2","0","1","0"
"141165",0,"18","6","7","2","0","0","0"
"78877",0,"1","5","11","2","0","1","0"
"64063",0,"13","1","11","0","0","0","0"
"388942",0,"10","1","6","2","0","1","0"
"66735",0,"10","2","11","2","0","0","0"
"40658",0,"17","4","1","1","0","0","0"
"416552",0,"3","6","5","4","0","1","0"
"438328",0,"13","3","4","2","0","1","0"
"442884",0,"15","1","3","1","0","1","0"
"350389.1",0,"8","1","8","2","0","1","0"
"332799",0,"22","1","9","2","0","1","0"
"63869",0,"18","1","11","2","0","1","0"
"259741",0,"20","3","1","2","0","1","0"
"268860",0,"11","1","1","2","0","1","0"
"51658",0,"19","5","12","2","0","0","0"
"203009",0,"15","0","4","2","0","1","1"
"355771",0,"5","6","8","2","0","1","0"
"245015",0,"18","0","2","2","1","1","0"
"159576",0,"10","5","7","2","0","1","0"
"376347",0,"7","1","7","2","0","1","0"
"256114",0,"11","2","1","2","0","1","0"
"318343",0,"11","3","10","2","0","1","0"
"350262",0,"17","1","8","2","0","0","0"
"121321",0,"19","2","8","0","0","1","0"
"382814",0,"14","4","7","2","0","0","0"
"24645",0,"9","4","2","2","0","1","1"
"262151",0,"18","5","1","3","0","1","0"
"70149",0,"22","4","11","2","0","0","0"
"298845",0,"16","0","11","2","0","1","0"
"67888",0,"17","1","11","2","0","0","0"
"342838",0,"18","6","9","2","0","1","0"
"321324",0,"14","6","10","2","0","0","0"
"105231",0,"12","6","9","2","0","1","0"
"75701",0,"12","3","11","2","0","0","0"
"70166",0,"11","4","11","2","0","1","0"
"255671",0,"8","2","1","3","0","1","0"
"34312",0,"22","1","1","2","0","0","0"
"157393",0,"20","2","7","2","0","0","0"
"83737",0,"23","5","10","2","0","1","0"
"285369",0,"15","1","12","2","0","0","0"
"90389",0,"21","2","10","2","0","0","0"
"231658",0,"15","2","3","2","0","1","0"
"145103",0,"15","0","7","0","0","1","0"
"240588",0,"18","1","2","2","0","1","0"
"399269",0,"14","5","6","2","0","1","0"
"329966",0,"20","6","9","2","0","1","0"
"446435",0,"4","2","3","2","0","1","1"
"68537",0,"20","0","11","1","0","1","0"
"65325",0,"22","6","11","2","0","1","0"
"74780",0,"8","5","11","2","0","0","0"
"313555",0,"11","4","10","2","0","1","0"
"444032",0,"15","6","3","2","0","1","0"
"96279",0,"10","0","10","1","0","0","0"
"61248",0,"18","5","12","1","0","1","0"
"299769",0,"8","5","11","2","0","1","0"
"310364",0,"17","2","10","2","0","1","0"
"122167",0,"17","1","8","2","0","1","0"
"251526",0,"11","2","2","2","0","0","0"
"177431",0,"18","6","6","2","0","1","0"
"406664",0,"17","1","5","2","0","1","0"
"435753",0,"14","1","4","2","0","1","0"
"219714",0,"22","2","3","2","0","1","0"
"262145",0,"14","5","1","3","0","1","0"
"154117",0,"20","1","7","2","0","1","0"
"64382",0,"19","0","11","2","0","1","0"
"339943",0,"16","4","9","2","0","1","0"
"3421",0,"12","0","3","2","0","0","0"
"182126",0,"0","5","5","2","0","1","0"
"101158",0,"14","6","10","2","0","1","0"
"266183",0,"7","6","1","2","0","1","0"
"206482",0,"21","2","4","4","0","1","0"
"201580",0,"21","3","4","2","0","0","0"
"235992",0,"22","2","3","2","0","1","0"
"328835",0,"17","1","9","2","0","1","0"
"158188",0,"14","1","7","2","0","1","0"
"318580",0,"7","3","10","2","0","1","0"
"320228",0,"12","1","10","2","0","0","0"
"52159",0,"19","5","12","2","0","1","0"
"424572",0,"8","0","4","1","0","1","0"
"89178",0,"6","4","10","2","0","0","0"
"26870",0,"8","0","1","2","0","0","0"
"193673",0,"6","2","5","2","0","0","0"
"395256",0,"16","5","6","2","0","1","0"
"402039",0,"20","1","6","2","0","1","0"
"143175",0,"20","3","7","2","0","0","0"
"340932",0,"12","2","9","2","0","1","0"
"425340",0,"14","5","4","2","0","1","0"
"257745",0,"22","6","1","2","0","1","0"
"145466",0,"23","0","7","2","0","1","0"
"187442",0,"8","4","5","2","0","0","0"
"425773",0,"7","5","4","1","0","1","0"
"320590",0,"9","0","10","1","0","0","0"
"33941",0,"22","1","1","2","0","0","0"
"288934",0,"18","2","12","2","0","1","0"
"128705",0,"16","5","8","2","0","0","0"
"264180",0,"12","2","1","2","0","1","0"
"333085",0,"14","0","9","2","0","1","0"
"433823",0,"7","5","4","2","0","1","0"
"320337",0,"0","0","10","2","0","1","0"
"261538",0,"8","0","1","2","0","1","0"
"211342",0,"16","1","4","1","0","1","0"
"246185",0,"1","4","2","2","0","1","0"
"344350",0,"17","4","9","2","0","0","0"
"404262",0,"8","4","5","2","0","0","0"
"155597.1",0,"0","5","7","2","0","1","0"
"371449",0,"10","2","7","3","0","1","0"
"216530",0,"9","0","4","1","0","0","0"
"227997",0,"11","1","3","2","0","0","0"
"342488",0,"17","0","9","2","0","1","0"
"406657",0,"17","1","5","2","0","1","0"
"45087",0,"9","3","12","1","0","1","0"
"188898",0,"21","2","5","2","0","1","0"
"310109",0,"18","2","10","3","0","1","0"
"260091",0,"14","2","1","2","0","0","0"
"270655",0,"17","5","1","2","0","1","1"
"3049",0,"20","0","3","2","0","0","0"
"171941",0,"16","1","6","2","0","1","0"
"21549",0,"10","3","2","1","0","0","0"
"436651",0,"14","6","4","3","0","1","0"
"397941",0,"20","1","6","2","0","1","0"
"273432",0,"16","6","12","2","0","1","0"
"152871",0,"2","3","7","2","0","0","0"
"224645",0,"15","0","3","2","0","1","0"
"261196",0,"12","0","1","2","0","1","0"
"135349",0,"11","1","8","2","0","0","0"
"349690",0,"19","2","8","2","0","1","0"
"70149.1",0,"22","4","11","2","0","0","0"
"467768",0,"12","0","2","2","1","1","0"
"322921",0,"19","3","10","2","0","0","0"
"257451",0,"8","0","1","2","0","1","0"
"429446",0,"16","5","4","2","0","1","0"
"91637",0,"6","0","10","2","0","0","0"
"257788",0,"18","6","1","2","1","1","0"
"427355",0,"14","2","4","2","0","0","1"
"57345",0,"20","4","12","1","0","1","0"
"167417",0,"15","1","6","2","0","1","0"
"139629",0,"1","2","8","2","0","0","0"
"22904",0,"15","1","2","1","0","1","0"
"214224",0,"11","3","4","2","0","1","1"
"332330",0,"20","2","9","2","0","1","0"
"430796",0,"9","3","4","2","1","1","0"
"351331",0,"14","6","8","2","0","1","0"
"292638",0,"12","2","11","2","0","1","0"
"191036",0,"16","6","5","2","0","0","0"
"403534",0,"22","6","5","1","0","1","0"
"378851",0,"17","4","7","1","0","1","0"
"393001",0,"14","2","6","2","0","1","0"
"233575",0,"21","6","3","1","0","0","0"
"476658",0,"9","4","1","2","0","1","0"
"374754",0,"12","3","7","1","0","1","0"
"98758",0,"8","3","10","2","0","0","0"
"219955",0,"20","1","3","2","0","1","0"
"363827",0,"17","0","8","2","0","1","0"
"155827",0,"22","5","7","2","0","0","0"
"174272",0,"8","3","6","1","0","1","0"
"299484",0,"20","6","11","2","0","1","1"
"227134",0,"21","3","3","2","0","1","0"
"7019",0,"14","1","3","0","0","1","0"
"430315",0,"17","4","4","2","0","1","0"
"16322",0,"14","5","2","2","0","1","0"
"241475",0,"18","0","2","2","0","1","0"
"120036",0,"14","4","9","2","0","1","0"
"170382",0,"14","4","6","2","0","0","0"
"376477",0,"14","1","7","2","0","1","0"
"407387",0,"17","0","5","2","0","1","0"
"37384",0,"23","2","1","2","0","0","0"
"269536",0,"18","0","1","2","0","1","0"
"473761",0,"6","4","1","2","0","0","0"
"135686",0,"7","1","8","2","0","0","0"
"109344",0,"16","0","9","2","0","1","0"
"405928",0,"15","2","5","2","1","1","0"
"250382",0,"8","4","2","2","0","0","1"
"427520",0,"9","2","4","2","0","1","0"
"295763",0,"17","4","11","2","0","1","0"
"215890",0,"7","1","4","0","0","1","0"
"22528.1",0,"14","1","2","2","0","1","0"
"103121",0,"11","3","9","2","0","0","0"
"239345",0,"8","3","2","2","0","0","0"
"212815",0,"18","6","4","2","0","0","0"
"208452",0,"2","6","4","1","0","1","0"
"151093",0,"11","5","7","2","0","0","0"
"322227",0,"16","4","10","2","0","1","0"
"259866",0,"9","3","1","2","1","0","0"
"225539",0,"6","6","3","2","0","1","0"
"357861",0,"1","3","8","2","0","1","0"
"456381",0,"21","6","3","3","0","1","0"
"47517",0,"12","5","12","2","0","0","0"
"110674",0,"8","5","9","2","0","0","1"
"308557",0,"14","4","10","2","1","1","0"
"471117",0,"17","1","2","2","0","1","0"
"448268",0,"21","5","3","2","0","1","0"
"258663",0,"23","4","1","4","0","1","0"
"339844",0,"12","4","9","2","0","1","1"
"214110",0,"14","4","4","2","0","0","0"
"342203",0,"16","1","9","2","0","1","0"
"160416",0,"16","4","7","1","0","1","0"
"389320",0,"9","1","6","3","0","0","0"
"337399",0,"20","1","9","1","0","1","0"
"26013",0,"14","2","2","1","0","1","0"
"6585",0,"18","1","3","2","0","1","1"
"401986",0,"18","1","6","2","0","1","0"
"83126",0,"2","6","10","1","0","0","0"
"258111",0,"15","6","1","2","0","1","0"
"288805",0,"12","2","12","5","0","1","0"
"327647",0,"9","3","10","2","0","1","0"
"444030",0,"14","6","3","2","0","1","0"
"435370",0,"12","1","4","3","0","1","0"
"228631",0,"12","0","3","2","0","1","0"
"274057",0,"14","5","12","2","0","1","0"
"120716",0,"14","3","9","2","0","0","0"
"95831",0,"20","0","10","2","0","0","0"
"249255",0,"13","6","2","2","0","1","0"
"262803",0,"23","4","1","2","0","1","0"
"350057",0,"9","1","8","2","0","1","0"
"184940",0,"23","1","5","2","0","1","0"
"324044",0,"15","2","10","2","1","1","0"
"466750",0,"2","2","2","2","0","1","0"
"71415",0,"8","3","11","4","0","1","0"
"286336",0,"11","6","12","2","0","1","0"
"101041",0,"14","6","10","2","0","0","0"
"282199",0,"4","6","12","2","0","1","0"
"80515",0,"23","3","11","2","0","0","0"
"457117",0,"13","5","2","2","0","1","0"
"55104",0,"19","0","12","2","0","0","0"
"389302",0,"8","1","6","2","0","1","0"
"15828",0,"14","6","2","2","0","0","0"
"94825",0,"22","2","10","1","0","0","0"
"368588",0,"7","0","7","2","0","1","0"
"455916",0,"16","0","3","1","0","0","0"
"454139",0,"8","3","3","2","1","1","0"
"374346",0,"22","4","7","2","0","1","0"
"415127",0,"17","1","5","2","0","1","0"
"251255",0,"4","2","2","2","0","1","0"
"156428",0,"9","4","7","1","0","0","0"
"332591",0,"20","1","9","1","0","1","0"
"294283",0,"18","0","11","2","0","1","0"
"450437",0,"11","1","3","2","0","1","0"
"339155",0,"11","5","9","2","0","1","0"
"258429",0,"13","5","1","2","0","1","0"
"197378",0,"14","3","5","2","0","0","0"
"353198",0,"15","3","8","2","0","1","0"
"187631",0,"20","4","5","2","0","1","0"
"214035",0,"10","4","4","1","0","1","0"
"331891",0,"20","3","9","2","0","0","0"
"89609",0,"14","3","10","2","0","0","0"
"321551",0,"15","5","10","2","1","1","0"
"312680",0,"23","5","10","2","0","1","0"
"414763",0,"6","2","5","2","0","1","0"
"132671",0,"18","5","8","2","0","1","0"
"192443",0,"19","4","5","1","0","0","0"
"396480",0,"8","3","6","2","1","1","0"
"430549",0,"9","4","4","2","0","1","0"
"445212",0,"17","4","3","2","0","1","0"
"248846",0,"14","0","2","2","0","1","0"
"221924",0,"14","5","3","2","0","1","0"
"432243",0,"9","1","4","2","0","1","0"
"478094",0,"16","1","1","2","0","1","0"
"270460",0,"10","5","1","2","0","1","0"
"10325",0,"20","2","3","2","0","0","0"
"29532",0,"14","2","1","2","0","1","0"
"455139",0,"0","1","3","2","0","1","0"
"253066",0,"8","0","2","2","0","1","0"
"443565",0,"10","0","3","2","0","1","0"
"240600",0,"18","1","2","2","0","1","0"
"258984",0,"10","4","1","2","0","1","0"
"52095",0,"12","5","12","0","0","0","0"
"99832",0,"14","1","10","2","0","1","0"
"375177",0,"3","3","7","2","0","1","0"
"137007",0,"14","6","8","2","0","1","0"
"108630",0,"14","1","9","2","0","1","0"
"81608",0,"17","1","11","2","0","0","0"
"45820",0,"23","1","12","2","0","0","0"
"20096",0,"20","5","2","2","0","1","0"
"291068",0,"12","6","11","2","0","1","0"
"122285",0,"21","1","8","2","0","0","0"
"387173",0,"15","4","6","2","0","1","0"
"198232",0,"8","2","5","2","0","0","0"
"179664",0,"20","2","6","2","0","1","0"
"441324",0,"13","4","3","2","0","1","1"
"40255",0,"14","5","1","2","0","1","0"
"221598",0,"12","6","3","2","0","1","0"
"159340",0,"19","6","7","2","0","1","0"
"175480",0,"8","2","6","2","0","0","0"
"93307",0,"16","4","10","2","0","1","0"
"23333",0,"6","0","2","2","0","1","0"
"19709",0,"10","6","2","2","0","0","0"
"304531",0,"19","4","11","2","0","1","0"
"40024",0,"15","5","1","2","0","0","0"
